rut_paciente,nombre_completo,fecha_nacimiento,sexo,prevision,id_atencion,fecha_atencion,tipo_atencion,codigo_cie10,codigo_minsal,dosis_prescrita,alergia_principio,id_examen,codigo_examen,resultado_valor,unidad_medida
18167622-1,Fernanda Sofia Silva Torres,1995-11-26,F,CAPREDENA,5338a7f5-cb46-46e3-aba0-46a9041e8bcb,2025-10-16 18:13:27,CONSULTA,M54.5,M003,200mg,Ninguna,9a2c2907-8d39-4154-9ece-b78d3f4e4b8e,302076,118.75,mmol/L
5856501-6,Fernanda Daniela Silva Martinez,1971-10-19,F,CAPREDENA,21e5c392-c8f2-447d-a125-4adb273da9e0,2024-07-19 18:13:27,PROCEDIMIENTO,J00,M005,400mg,Ninguna,4abbba67-ee83-413c-9f1b-16be3a327ca1,302047,38.19,mg/dL
5010724-8,Matias Pedro Rojas Muñoz,1977-09-14,M,ISAPRE,f83059e7-791c-427f-8a6e-394650f9dde1,2024-12-26 18:13:27,HOSPITALIZACION,M54.5,M001,500mg,Omeprazol,cd4bb9e2-7ca4-4fc0-b8d8-298e11ca4e3a,301001,95.39,U/L
17702083-4,Roberto Diego Torres Rojas,2020-08-07,M,FONASA,bf45d723-c4ca-4c43-b465-da7b6a02334e,2025-04-11 18:13:27,CONSULTA,J00,M002,400mg,Ninguna,deeedbb5-0315-4c3e-aeaf-37b7fb5d6a12,301004,8.08,U/L
12726639-5,Tomas Felipe Rodriguez Sepulveda,1947-04-04,M,CAPREDENA,91f72094-57a1-4061-a504-12adf4861e23,2024-08-01 18:13:27,CONSULTA,J00,M004,300mg,Ninguna,1a3fed72-6e89-4359-8f51-175f41fd718b,301045,9.71,mg/dL
19825367-7,Carlos Tomas Rojas Fuentes,1984-11-21,M,NINGUNA,1329c47d-6f53-4ea5-aefa-5ae088100ef8,2025-02-06 18:13:27,URGENCIA,M54.5,M001,300mg,Ninguna,0327c6c0-0d25-4e4a-86ba-b81a39cc8c5e,302047,135.47,U/L
15431439-3,Gabriel Jorge Hernandez Morales,2014-05-21,M,CAPREDENA,627955be-3ead-4d74-94e4-71717861d8a0,2025-12-26 18:13:27,URGENCIA,I10,M005,100mg,Ninguna,0bdf07e0-bbb4-48cd-91c3-a144b874681d,302076,48.65,mg/dL
17708889-7,Sofia Antonia Morales Rodriguez,1966-04-21,F,DIPRECA,a407d90f-cb58-4a3e-bb33-7dc545e639cd,2025-08-23 18:13:27,HOSPITALIZACION,J00,M001,200mg,Ninguna,06efe00e-fa68-4f39-ba0c-b1c2840c690c,302047,89.51,mg/dL
16297750-4,Josefa Valentina Soto Rojas,1952-09-11,F,NINGUNA,a42d6858-3580-400a-8ac2-a3c25af53172,2025-12-30 18:13:27,CONSULTA,K21.9,M004,100mg,Ninguna,efdffdc4-271a-451c-8778-2f5e1a3a35ec,301001,81.61,U/L
24951279-6,Daniela Daniela Fuentes Tapia,1979-02-09,F,DIPRECA,4b6f248e-e5e3-4f66-9c8c-d39b436e4029,2025-09-11 18:13:27,CONSULTA,I10,M002,100mg,Ninguna,6b08245c-52d3-46fe-9de2-a4a3a5cc4461,301045,76.39,mg/dL
10239686-3,Diego Andres Soto Torres,1977-07-05,M,DIPRECA,6cb3d131-78ba-4695-bf80-1ab68580aa2c,2024-10-24 18:13:27,CONSULTA,M54.5,M001,300mg,Ninguna,8d9fdb8b-320e-4bf9-b0e8-af89af61d692,301001,132.56,mmol/L
22988055-1,Luis Roberto Muñoz Rodriguez,2019-05-10,M,CAPREDENA,270c133d-bb5e-4228-af7e-650afef94f5f,2025-08-25 18:13:27,CONSULTA,E11.9,M005,400mg,Ninguna,914718c0-0c61-44ec-8acd-07ad8f1bac88,301001,41.08,mg/dL
18197969-0,Carlos Matias Rojas Gonzalez,1961-11-11,M,CAPREDENA,b80fc4dc-a794-402c-8405-4ce67328999f,2024-09-30 18:13:27,PROCEDIMIENTO,I10,M004,100mg,Ninguna,ccdd7ece-d983-4b1f-b312-43a3c05dd32b,301001,76.59,mmol/L
24164760-9,Carlos Gabriel Lopez Morales,1981-11-26,M,DIPRECA,af20ddb9-ded5-4990-84c0-e83911768610,2025-03-09 18:13:27,PROCEDIMIENTO,M54.5,M004,300mg,Ninguna,445a2106-bc18-4505-a518-b5719c0cf2c7,302076,73.35,mmol/L
6539147-3,Valentina Josefa Rojas Rodriguez,1997-05-31,F,FONASA,fcc37a51-8dec-41cb-9fb6-ab7ed641256b,2024-10-01 18:13:27,CONSULTA,K21.9,M003,400mg,Ninguna,5e34bd30-f2a6-455f-a853-2635eebaf4ab,301001,58.35,mg/dL
9236079-2,Diego Matias Fuentes Lopez,2017-12-26,M,DIPRECA,ed7a79e8-261c-44e8-bd6d-10e8138f4607,2025-04-08 18:13:27,PROCEDIMIENTO,I10,M001,500mg,Ibuprofeno,1ed51157-088f-4555-a2eb-2cb890374416,301004,83.41,U/L
5010724-8,Matias Pedro Rojas Muñoz,1977-09-14,M,ISAPRE,42af02b1-a5c2-4864-bfa3-2de8f303dfa6,2025-10-09 18:13:27,HOSPITALIZACION,M54.5,M001,500mg,Omeprazol,8c71a8f8-5569-478f-b013-ae21efaed267,301001,95.39,U/L
15431770-8,Desconocido,1959-04-13,F,ISAPRE,56e95c47-7557-4e39-8eae-7ed435cd0bff,2025-12-31 18:13:27,HOSPITALIZACION,J00,M003,200mg,Ninguna,400f0801-d5ad-4264-864b-875b62aae058,301004,66.11,mg/dL
9720651-1,Matias Diego Lopez Silva,1965-10-20,M,ISAPRE,75c518ff-519e-4437-b9ff-deffa56ee145,2024-12-16 18:13:27,PROCEDIMIENTO,J00,M002,400mg,Ninguna,9b30cee2-a3b1-41ef-8505-588d1e650378,301045,49.56,mg/dL
11876618-0,Carlos Luis Morales Rodriguez,1958-09-03,M,CAPREDENA,d19703b8-da83-4982-b78b-1535cd8053d1,2025-01-01 18:13:27,CONSULTA,K21.9,M004,400mg,Ninguna,c2bbc77b-e2a9-4adf-bb31-acd6cb762fe6,302047,23.77,mmol/L
17145809-9,Daniela Valentina Silva Rojas,1984-02-09,F,DIPRECA,8e74e303-7505-4bf3-bfe9-373f4425724a,2026-02-17 18:13:27,PROCEDIMIENTO,J00,M002,500mg,Ninguna,2351d4a4-7da6-46eb-ab68-370c4d9a2a7b,302047,43.24,mmol/L
17145809-9,Daniela Valentina Silva Rojas,1984-02-09,F,DIPRECA,65dce186-2408-46fb-b3b9-bda69bb30ee6,2026-04-03 18:13:27,PROCEDIMIENTO,J00,M002,500mg,Ninguna,1bb95977-1573-45e4-88fe-e1489f315d17,302047,43.24,mmol/L
17615791-7,Camila Antonia Martinez Soto,2008-04-18,F,ISAPRE,7ff97aba-043b-4061-9d4a-feaee9e6b234,2026-01-29 18:13:27,URGENCIA,K21.9,M004,300mg,Ninguna,3c6d7091-408a-48d0-88e8-a01e04490cb6,302076,92.69,mg/dL
11837504-1,Roberto Carlos Gonzalez Fuentes,1993-01-17,M,DIPRECA,445fee2c-51af-4d43-bc2e-544a2c8c48ed,2025-12-16 18:13:27,URGENCIA,K21.9,M004,300mg,Ninguna,202b8350-5f27-4b79-8203-d6ee755687c4,301004,38.45,U/L
23016137-2,Maria Valentina Muñoz Fuentes,1997-12-08,F,CAPREDENA,cd12a36a-f426-43a1-b238-afb166ac2dba,2024-08-17 18:13:27,PROCEDIMIENTO,A09.9,M005,100mg,Ninguna,9077fdd6-1aa4-4209-aec2-82d58a161f28,301045,96.54,U/L
19468325-1,Javiera Antonia Diaz Soto,1979-04-27,F,DIPRECA,584f8cb9-da8d-44ba-a87b-a1def9d72ffe,2025-12-09 18:13:27,URGENCIA,J00,M002,100mg,Ninguna,19f48193-1094-4058-a438-36695b31eee8,301045,36.91,mmol/L
8211586-2,Maria Ana Martinez Diaz,1997-06-19,F,DIPRECA,21ac405f-e0d0-40df-9dcc-1e11efbae9a1,2024-06-24 18:13:27,URGENCIA,E11.9,M001,400mg,Ninguna,c75f1642-0392-4d3c-9b75-b7e7b018f44f,301004,13.1,mg/dL
14378563-7,Isidora Ana Hernandez Hernandez,1948-03-08,F,FONASA,e0d9f00a-faef-4f92-9525-36f36164eb75,2025-03-15 18:13:27,HOSPITALIZACION,E11.9,M002,200mg,Ninguna,ff55d7e7-6261-4620-88f3-5aaf30d85bcf,302076,62.43,mg/dL
17702083-4,Roberto Diego Torres Rojas,2020-08-07,M,FONASA,3ac54f5b-1983-4fd8-ab79-d0f248e5143c,2024-09-18 18:13:27,CONSULTA,J00,M002,400mg,Ninguna,15571c48-c2b2-4616-af53-8af7cd1ee8de,301004,8.08,U/L
24180350-3,Pedro Diego Martinez Gonzalez,1988-01-06,M,CAPREDENA,dcd9b564-3796-456a-a2ab-cfc155241071,2025-04-22 18:13:27,HOSPITALIZACION,J00,M003,300mg,Ninguna,a78c8342-c447-4469-81e0-b9e36bfe8cec,301045,77.85,mmol/L
20424662-9,Roberto Gabriel Sepulveda Lopez,1995-08-23,M,CAPREDENA,8a89224d-004f-4b55-8d72-5c0698542486,2025-04-26 18:13:27,PROCEDIMIENTO,M54.5,M003,300mg,Ninguna,8bfae1cd-1ef0-4898-8ec2-19643ff8a139,301045,107.77,U/L
18625342-6,Roberto Juan Tapia Tapia,2018-12-10,M,DIPRECA,a3ad35b5-f1cf-4859-939f-b5c2ce1f702b,2024-09-18 18:13:27,CONSULTA,A09.9,M003,300mg,Paracetamol,30b8d7b9-65ea-49a9-a25e-3a8a1d3ae754,302047,37.35,mmol/L
5381567-7,Tomas Diego Contreras Gonzalez,1989-04-21,M,CAPREDENA,ce37aeec-42cf-4745-a390-3da65348daf2,2025-01-27 18:13:27,HOSPITALIZACION,E11.9,M001,100mg,Amoxicilina,d067d488-6d6b-4573-b01b-220e691e09a2,301004,71.99,mg/dL
8608787-1,Roberto Gabriel Fuentes Rojas,1962-04-24,M,NINGUNA,5e4c77b9-f052-434c-9da2-15f9b917ff34,2024-11-26 18:13:27,HOSPITALIZACION,A09.9,M005,300mg,Ninguna,ab85a5df-7bf6-4fc6-9386-9aae38fca55b,301045,65.3,mg/dL
11876618-0,Carlos Luis Morales Rodriguez,1958-09-03,M,CAPREDENA,2c8e2eb3-1377-425e-94cb-7595e94e2da4,2025-09-06 18:13:27,CONSULTA,K21.9,M004,400mg,Ninguna,5460c1c6-1059-48cc-a86d-8feb17e6b82d,302047,23.77,mmol/L
12907099-4,Jorge Gabriel Sepulveda Rojas,1956-02-27,M,DIPRECA,2ac4d470-c9c6-480d-a0cf-34b998cbcda8,2024-11-01 18:13:27,PROCEDIMIENTO,J00,M005,400mg,Ninguna,cfc53c31-43db-4269-a817-c7efec0d1d7d,302076,30.64,mmol/L
24884790-5,Tomas Jorge Gonzalez Hernandez,1985-11-28,M,CAPREDENA,e006d349-50d5-46a3-b824-35ad11fde721,2026-05-10 18:13:27,PROCEDIMIENTO,E11.9,M003,300mg,Ninguna,9776b316-91d8-4848-927f-4a9da74d2fb1,301004,47.63,mg/dL
12726639-5,Tomas Felipe Rodriguez Sepulveda,1947-04-04,M,CAPREDENA,5c48be41-1b2e-4f1c-80f1-17ed92d1124b,2024-06-24 18:13:27,CONSULTA,J00,M004,300mg,Ninguna,f653e411-d4dc-4e3a-82c9-18802ffe1c03,301045,9.71,mg/dL
20214927-8,Matias Roberto Morales Lopez,1980-01-12,M,DIPRECA,9e90dad8-e8fa-411e-aa9c-1d4e2f4fccba,2026-01-24 18:13:27,PROCEDIMIENTO,E11.9,M003,300mg,Ninguna,3018cdfb-be10-4771-aaa0-97b6bf495edd,301001,43.78,mg/dL
20305169-7,Matias Luis Tapia Fuentes,1987-06-11,M,FONASA,471179b6-8383-4811-9cc0-bbc3f1493264,2024-06-22 18:13:27,URGENCIA,I10,M001,400mg,Ninguna,6c0cfde2-9b61-47d1-b039-6189953d1dea,302076,72.62,U/L
18625342-6,Roberto Juan Tapia Tapia,2018-12-10,M,DIPRECA,d27ac118-d6df-4dcc-a2a8-af7434136632,2024-11-18 18:13:27,CONSULTA,A09.9,M003,300mg,Paracetamol,0e63aa1c-d445-4e20-bdf3-38dd32a02f8c,302047,37.35,mmol/L
24164760-9,Carlos Gabriel Lopez Morales,1981-11-26,M,DIPRECA,ef01a5f7-d7ef-47bb-bfe6-3ce52985c4ae,2025-08-21 18:13:27,PROCEDIMIENTO,M54.5,M004,300mg,Ninguna,4af9573d-a14d-4390-8251-9beaf7d548a6,302076,73.35,mmol/L
12260444-6,Diego Juan Hernandez Morales,1993-11-20,M,ISAPRE,9ee078e6-3ba3-4160-b42e-1f10a2e6ea68,2024-08-03 18:13:27,URGENCIA,I10,M004,100mg,Ninguna,2e78ad6b-fe91-4f58-80f9-e7c30c75fce7,302047,21.72,U/L
20079682-9,Valentina Valentina Lopez Soto,1996-02-11,F,NINGUNA,47a9a68b-942b-4679-bc4e-0a532b6cf5da,2025-06-07 18:13:27,PROCEDIMIENTO,K21.9,M002,200mg,Ninguna,b76011e6-0b0b-4c63-a36f-f682fe8ecbf6,302076,24.25,U/L
8695963-1,Fernanda Valentina Soto Contreras,2003-02-15,F,NINGUNA,241c2631-2ed7-4d4c-9f70-ca1a5f5495f7,2026-01-27 18:13:27,URGENCIA,J00,M002,500mg,Ninguna,5bb3e4da-23d1-4b82-9e4a-0daffe429340,302047,47.79,mg/dL
5998237-0,Josefa Sofia Soto Sepulveda,1970-04-05,F,ISAPRE,a7bc8849-8009-4ad0-9de1-6b8a2b91a020,2025-07-25 18:13:27,CONSULTA,K21.9,M001,300mg,Ibuprofeno,a11faced-1e6c-43af-870d-6d2201b2b0ac,302076,113.32,mmol/L
10438463-3,Matias Luis Gonzalez Gonzalez,1977-08-08,M,NINGUNA,cd4e4506-65ba-4897-be2f-45ad6263ef4b,2025-03-02 18:13:27,PROCEDIMIENTO,M54.5,M003,300mg,Ninguna,caa9b768-5583-4752-9e7c-66a9aabaa577,302047,5.26,mmol/L
5744431-2,Pedro Juan Perez Lopez,1980-05-21,M,FONASA,2094ae3d-7c73-4653-982c-dd2532496c29,2025-12-11 18:13:27,HOSPITALIZACION,I10,M001,100mg,Ninguna,248a64a8-990e-405a-b3cb-e6c5ebbc253c,302076,113.4,U/L
18028704-3,Ana Valentina Torres Rodriguez,1988-06-10,F,NINGUNA,ccd263dd-64a0-4fce-8391-524f5c62d962,2025-02-11 18:13:27,URGENCIA,J00,M002,200mg,Ninguna,7946a39d-952f-473c-abf4-50a1e565d10e,301001,30.1,mmol/L
9026918-6,Tomas Andres Martinez Morales,1952-12-06,M,DIPRECA,9c476ba0-9750-4044-a182-38c8782be9a3,2026-05-18 18:13:27,HOSPITALIZACION,J00,M005,500mg,Ninguna,e8cad59c-fb2b-434f-96b4-31a73d38cde2,301004,101.09,U/L
11136227-0,Daniela Daniela Diaz Rodriguez,1994-12-24,F,NINGUNA,8cc6ca23-f4f3-4801-86ed-51413bf3e16e,2025-08-25 18:13:27,HOSPITALIZACION,K21.9,M003,500mg,Ninguna,70111cc9-fc64-48af-bb34-c302b019f92e,302076,127.74,U/L
23622076-1,Daniela Sofia Fuentes Lopez,1981-03-22,F,ISAPRE,1ae66a1d-ccff-48b3-9b2b-cf1e46d6a611,2024-12-25 18:13:27,URGENCIA,A09.9,M002,500mg,Losartan,fdd0203e-b2bc-4ef1-bae1-4625c37b2dd8,302076,73.46,mg/dL
8811058-7,Juan Gabriel Soto Fuentes,1979-11-14,M,CAPREDENA,02ff045a-b3c5-4b5e-b301-04a552c05da6,2024-12-18 18:13:27,HOSPITALIZACION,I10,M001,100mg,Ninguna,ac645842-9914-4213-a3c8-46fd90e36617,301045,109.8,mg/dL
6298069-9,Matias Andres Hernandez Martinez,2001-09-27,M,CAPREDENA,259f9b3a-d8c9-4cb6-a6ed-7269d149bcc1,2026-02-02 18:13:27,URGENCIA,E11.9,M002,200mg,Losartan,84621b05-9d86-49ee-891c-d29b657707fd,301045,104.1,mmol/L
10925070-8,Isidora Daniela Perez Silva,1982-02-20,F,DIPRECA,aebbb079-4455-4838-a05e-f9a009170f03,2024-08-19 18:13:27,URGENCIA,J00,M002,400mg,Amoxicilina,9b28f137-5ec0-43c9-863b-bbc8037428f0,302047,66.78,mmol/L
8695963-1,Fernanda Valentina Soto Contreras,2003-02-15,F,NINGUNA,8606266b-02be-4432-a5ce-64fae2aad355,2025-07-20 18:13:27,URGENCIA,J00,M002,500mg,Ninguna,d50ac1e7-c0cf-47c2-82e7-5e095c310068,302047,47.79,mg/dL
23239147-2,Isidora Isidora Silva Morales,1993-02-25,F,ISAPRE,351bc902-742f-4079-8307-019ce62fe22a,2024-08-05 18:13:27,CONSULTA,M54.5,M003,500mg,Ninguna,87acff4f-9b8d-48d2-b2f8-3d1d6ff5a156,302047,22.57,U/L
20820883-7,Josefa Fernanda Rodriguez Diaz,1987-08-31,F,CAPREDENA,d37748e8-5d46-4987-acea-c1a2b4978657,2024-12-18 18:13:27,PROCEDIMIENTO,I10,M001,500mg,Ninguna,a6678ac4-aa73-4453-8540-9a47b297e5d9,302076,95.37,U/L
23016137-2,Maria Valentina Muñoz Fuentes,1997-12-08,F,CAPREDENA,7e867f2f-dd80-4a52-833a-6cd824304022,2024-09-05 18:13:27,PROCEDIMIENTO,A09.9,M005,100mg,Ninguna,a3b13c94-36bc-4d0d-b698-611e33e93bb3,301045,96.54,U/L
15625674-9,Juan Pedro Rojas Gonzalez,1994-07-27,M,ISAPRE,b4bb986b-3ff1-4493-bbae-f417cd1c128e,2025-10-30 18:13:27,CONSULTA,J00,M003,500mg,Ninguna,8eac15d7-1f91-4c0c-a83f-60cf6e4ab8b2,301045,111.96,mg/dL
5856501-6,Fernanda Daniela Silva Martinez,1971-10-19,F,CAPREDENA,6930c0ce-d75c-4dc0-b8d4-24fa4519a837,2025-12-16 18:13:27,PROCEDIMIENTO,J00,M005,400mg,Ninguna,294551b9-c3ca-4376-8967-369c585774ad,302047,38.19,mg/dL
15068110-3,Andres Jorge Fuentes Perez,1965-04-10,M,NINGUNA,53f1da8c-f773-4743-a4bb-a41831e69892,2025-05-04 18:13:27,URGENCIA,K21.9,M001,500mg,Ninguna,6a40b4a0-e3bd-4424-9948-c52238fc81f3,301045,60.1,mg/dL
13981986-1,Andres Roberto Contreras Rodriguez,1954-06-10,M,ISAPRE,26c2bcf9-c789-4929-aa29-86386388ce02,2025-12-07 18:13:27,URGENCIA,I10,M002,100mg,Ninguna,1b67134f-826f-4dc2-b79c-79bf9818fe99,302047,36.98,mmol/L
10438463-3,Matias Luis Gonzalez Gonzalez,1977-08-08,M,NINGUNA,78eaec13-6121-4b2b-a089-ad8302ec5464,2024-11-15 18:13:27,PROCEDIMIENTO,M54.5,M003,300mg,Ninguna,c6ce695f-5cb0-4909-b733-7c2539ad0eab,302047,5.26,mmol/L
10665760-2,Camila Josefa Hernandez Diaz,1988-10-30,F,DIPRECA,7977e540-395c-4ca4-8d88-5c4b256e76e9,2024-11-24 18:13:27,URGENCIA,J00,M001,400mg,Ninguna,1ea16610-539d-4401-96f1-433bae35247b,301001,140.05,mg/dL
10548359-7,Sofia Ana Torres Perez,1961-06-05,F,CAPREDENA,2ccefaa7-4a20-4b55-8146-d49e1190e488,2026-05-21 18:13:27,CONSULTA,E11.9,M004,500mg,Paracetamol,9461de45-4b18-478d-b4c2-5ef3df62531f,301045,28.86,mmol/L
9236079-2,Diego Matias Fuentes Lopez,2017-12-26,M,DIPRECA,ec706f99-73d9-40a9-858f-3002b6154b36,2024-09-15 18:13:27,PROCEDIMIENTO,I10,M001,500mg,Ibuprofeno,a14d7811-89a5-4be1-8937-6f008144c5fb,301004,83.41,U/L
12726639-5,Tomas Felipe Rodriguez Sepulveda,1947-04-04,M,CAPREDENA,d7674df6-2fda-4634-8261-183434bd434d,2025-06-24 18:13:27,CONSULTA,J00,M004,300mg,Ninguna,5ba90297-edec-4f76-bfaa-1e48fd903656,301045,9.71,mg/dL
16297750-4,Josefa Valentina Soto Rojas,1952-09-11,F,NINGUNA,ff966c68-4672-45a7-af7b-e6cd279e9dc7,2025-01-06 18:13:27,CONSULTA,K21.9,M004,100mg,Ninguna,ab03de28-b3ba-48e6-8722-000b5ae0ffac,301001,81.61,U/L
5352052-9,Gabriel Roberto Fuentes Rojas,1979-09-12,M,ISAPRE,6688410a-ce81-4dfc-b129-e54e847f8573,2026-05-02 18:13:27,CONSULTA,K21.9,M004,400mg,Ninguna,362df886-d44a-466c-b2cc-9541c9bf5d14,302047,103.42,mg/dL
6112888-3,Fernanda Josefa Soto Hernandez,2007-06-14,F,NINGUNA,a7faec6f-df18-4dc0-95fa-c619f0ad5852,2026-01-27 18:13:27,URGENCIA,J00,M003,500mg,Ninguna,71e676ef-174e-473c-8a61-04c4056b1d39,301001,53.52,mg/dL
5010719-1,Camila Sofia Silva Muñoz,1953-05-19,F,CAPREDENA,4c11bf93-6738-458f-ba68-035e291ffa0c,2025-05-15 18:13:27,URGENCIA,K21.9,M005,300mg,Ibuprofeno,30b08a58-a715-4abb-94cb-6476da4802da,301001,68.61,mmol/L
10665760-2,Camila Josefa Hernandez Diaz,1988-10-30,F,DIPRECA,fd1fd916-2624-482d-bf17-4b286c379c9b,2025-07-11 18:13:27,URGENCIA,J00,M001,400mg,Ninguna,716a6a3c-70f7-4f20-9625-671c527f6a15,301001,140.05,mg/dL
6112888-3,Fernanda Josefa Soto Hernandez,2007-06-14,F,NINGUNA,34f11e3a-5ad1-4ae2-8e98-3ecec70787b8,2025-09-18 18:13:27,URGENCIA,J00,M003,500mg,Ninguna,2140bde2-a696-47fd-b145-aff1fb1d91b7,301001,53.52,mg/dL
18625342-6,Roberto Juan Tapia Tapia,2018-12-10,M,DIPRECA,39bc7c7e-4301-4119-b5f1-a4f9fbd6e31b,2026-03-23 18:13:27,CONSULTA,A09.9,M003,300mg,Paracetamol,534c9d72-0627-403e-b513-4cea1eb1f7f4,302047,37.35,mmol/L
18028704-3,Ana Valentina Torres Rodriguez,1988-06-10,F,NINGUNA,d790dea1-d2fe-420e-9457-577ecbb716d6,2025-09-17 18:13:27,URGENCIA,J00,M002,200mg,Ninguna,7f6ca5d1-b0ee-4c3a-a6e7-fe90c031d8c5,301001,30.1,mmol/L
17467320-9,Felipe Andres Perez Gonzalez,2015-02-01,M,FONASA,81222479-a30b-4c57-b429-60a90f221de4,2024-10-18 18:13:27,HOSPITALIZACION,K21.9,M002,200mg,Ninguna,8b5c486d-80a8-4080-ac63-878fa36f10bf,302076,78.15,mg/dL
10719605-6,Tomas Felipe Fuentes Fuentes,1948-03-12,M,ISAPRE,1037c35a-51c7-46cf-ac32-70d980c7d35b,2026-03-02 18:13:27,CONSULTA,J00,M003,500mg,Ninguna,db887813-061d-4023-a210-e9e19537ffce,301045,56.75,U/L
24557239-5,Gabriel Felipe Soto Fuentes,1999-07-15,M,ISAPRE,e5774e0e-f25b-49ad-828a-43f8478f1cf1,2026-02-23 18:13:27,HOSPITALIZACION,M54.5,M001,200mg,Ninguna,0bbf3b18-6bbf-48a0-84f0-3b731f640567,301001,116.13,mg/dL
7967755-8,Sofia Maria Rodriguez Lopez,1983-10-17,F,ISAPRE,ed343828-bd02-46fc-9b80-adaaef846299,2025-01-09 18:13:27,URGENCIA,M54.5,M002,300mg,Ninguna,b35795c8-4ad4-481a-871b-045da68454ec,301004,36.84,mmol/L
5856501-6,Fernanda Daniela Silva Martinez,1971-10-19,F,CAPREDENA,cb003434-13a4-4093-a9fd-8e988fb759da,2026-03-12 18:13:27,PROCEDIMIENTO,J00,M005,400mg,Ninguna,51d5cb3c-2319-497e-ab08-44f3102266df,302047,38.19,mg/dL
18167622-1,Fernanda Sofia Silva Torres,1995-11-26,F,CAPREDENA,3d50a393-5d39-429a-9523-62336fff3245,2024-11-22 18:13:27,CONSULTA,M54.5,M003,200mg,Ninguna,9b688e1c-a779-4996-8b23-f5617f9d3ca3,302076,118.75,mmol/L
23064266-4,Sofia Maria Muñoz Gonzalez,2016-03-02,F,CAPREDENA,b77b9685-5b95-4187-aed3-93b9d6b45c7a,2026-01-13 18:13:27,PROCEDIMIENTO,A09.9,M004,100mg,Ninguna,238f0be6-6fbe-46ec-857b-76a293648c89,301001,141.37,U/L
5794357-2,Andres Juan Diaz Rojas,2010-12-12,M,NINGUNA,63257fc4-6723-4dbf-85ef-6a67bb7f280a,2026-01-10 18:13:27,CONSULTA,M54.5,M005,400mg,Ninguna,c54582bf-fc37-43dc-b2b1-1faea1917723,302047,137.86,U/L
13981986-1,Andres Roberto Contreras Rodriguez,1954-06-10,M,ISAPRE,4867f6ae-96f1-462b-84ab-d6e572cc15f8,2024-07-15 18:13:27,URGENCIA,I10,M002,100mg,Ninguna,a593b7d8-7850-492c-9c1f-0361136a9bb7,302047,36.98,mmol/L
7469744-5,Ana Antonia Diaz Sepulveda,1989-03-26,F,NINGUNA,41df4d2f-3e4d-4b0d-ad85-ec4a60183ddf,2025-01-20 18:13:27,HOSPITALIZACION,I10,M005,200mg,Ninguna,ab56dab2-2cf7-4f39-84d1-f7d84ce5333c,302076,13.07,mmol/L
8053343-8,Maria Sofia Fuentes Diaz,2018-11-04,F,FONASA,e5c5b026-d900-464a-9edd-2c381143bc71,2024-11-05 18:13:27,PROCEDIMIENTO,M54.5,M001,100mg,Ninguna,5ab73c56-222d-46d4-9e40-b4a76e635cff,301001,119.56,mg/dL
6112888-3,Fernanda Josefa Soto Hernandez,2007-06-14,F,NINGUNA,b154f9ee-4320-4a4e-8c49-ff2e88c519c9,2025-12-03 18:13:27,URGENCIA,J00,M003,500mg,Ninguna,c175d433-d5d8-4e3e-9204-c4b552d003d6,301001,53.52,mg/dL
22319190-8,Daniela Isidora Silva Silva,1951-11-04,F,FONASA,04c95184-e1e3-4922-88f3-276c52eb4347,2025-08-23 18:13:27,HOSPITALIZACION,A09.9,M003,300mg,Ninguna,e279b671-e210-45dd-a785-bc6fd637017b,302047,72.94,mmol/L
13807551-6,Tomas Luis Soto Muñoz,1952-05-25,M,ISAPRE,f2c7714a-2ad3-4064-b8bd-d36e7a7c83b5,2024-11-27 18:13:27,CONSULTA,J00,M004,400mg,Ninguna,6fbdb9ae-3d0d-4d05-94c0-b490d526692d,302047,36.76,U/L
9236079-2,Diego Matias Fuentes Lopez,2017-12-26,M,DIPRECA,9f970cde-1420-44f4-82ab-05d2c2725b2b,2024-09-07 18:13:27,PROCEDIMIENTO,I10,M001,500mg,Ibuprofeno,62fc5817-58e3-4500-9fcc-3263a7b82be0,301004,83.41,U/L
7793215-1,Maria Ana Martinez Perez,1989-07-17,F,FONASA,8deea665-288b-439f-8283-3db10f538aa5,2025-03-14 18:13:27,CONSULTA,K21.9,M005,200mg,Ninguna,e20712d2-f13a-44ed-9a45-c9ba3bf825e2,301004,59.65,mg/dL
5794357-2,Andres Juan Diaz Rojas,2010-12-12,M,NINGUNA,d2ec758e-c9c9-425e-bf33-7a071eab5dc1,2024-11-15 18:13:27,CONSULTA,M54.5,M005,400mg,Ninguna,0b04f1ae-b8ee-49f8-942a-f7078282da27,302047,137.86,U/L
17386694-1,Antonia Javiera Morales Gonzalez,1986-12-15,F,CAPREDENA,30ecbb6b-c833-489d-ab22-40ba875cdd11,2025-10-28 18:13:27,HOSPITALIZACION,I10,M001,300mg,Omeprazol,ac8831d8-74ca-4f9c-b1bf-99534e93670d,302076,47.06,U/L
17708889-7,Sofia Antonia Morales Rodriguez,1966-04-21,F,DIPRECA,e0888a47-2e08-4335-8e05-debac39f829b,2025-04-08 18:13:27,HOSPITALIZACION,J00,M001,200mg,Ninguna,6432685c-8d59-4aa1-9730-b04e5cbb1230,302047,89.51,mg/dL
